"","x"
"3268","CPC004_HCC515_24H:BRD-A25687296-300-03-5:10"
"3269","CPC004_HCC515_24H:BRD-A27554692-001-01-3:10"
"3270","CPC004_HCC515_24H:BRD-A27887842-001-03-2:10"
"3271","CPC004_HCC515_24H:BRD-A28746609-001-05-7:10"
"3272","CPC004_HCC515_24H:BRD-A29426959-050-07-4:10"
"3273","CPC004_HCC515_24H:BRD-A31204924-001-07-6:10"
"3274","CPC004_HCC515_24H:BRD-A33447119-001-03-3:10"
"3275","CPC004_HCC515_24H:BRD-A36010170-001-03-2:10"
"3276","CPC004_HCC515_24H:BRD-A40639672-234-09-9:10"
"3277","CPC004_HCC515_24H:BRD-A42628519-001-07-4:10"
"3278","CPC004_HCC515_24H:BRD-A49160188-003-04-4:10"
"3279","CPC004_HCC515_24H:BRD-A49447682-001-01-6:10"
"3280","CPC004_HCC515_24H:BRD-A55913614-316-06-2:10"
"3281","CPC004_HCC515_24H:BRD-A62184259-001-02-8:10"
"3282","CPC004_HCC515_24H:BRD-A66861218-001-03-5:10"
"3283","CPC004_HCC515_24H:BRD-A67862938-034-09-9:10"
"3284","CPC004_HCC515_24H:BRD-A72703248-003-01-5:10"
"3285","CPC004_HCC515_24H:BRD-A75552914-001-09-3:10"
"3286","CPC004_HCC515_24H:BRD-A78391468-001-01-0:10"
"3287","CPC004_HCC515_24H:BRD-A79981887-003-09-9:10"
"3288","CPC004_HCC515_24H:BRD-A80151636-066-03-0:10"
"3289","CPC004_HCC515_24H:BRD-A83326220-001-04-2:10"
"3290","CPC004_HCC515_24H:BRD-A84174393-236-03-0:10"
"3291","CPC004_HCC515_24H:BRD-A87445400-003-03-6:10"
"3292","CPC004_HCC515_24H:BRD-A87606379-001-13-3:10"
"3293","CPC004_HCC515_24H:BRD-A88080608-001-03-4:10"
"3294","CPC004_HCC515_24H:BRD-A90131694-001-02-8:10"
"3295","CPC004_HCC515_24H:BRD-A92177080-001-01-3:10"
"3296","CPC004_HCC515_24H:BRD-A93424738-001-03-0:10"
"3297","CPC004_HCC515_24H:BRD-K00234327-001-01-4:10"
"3298","CPC004_HCC515_24H:BRD-K09631521-001-05-7:10"
"3299","CPC004_HCC515_24H:BRD-K10995081-001-15-4:10"
"3300","CPC004_HCC515_24H:BRD-K14221570-236-01-1:10"
"3301","CPC004_HCC515_24H:BRD-K14693417-001-03-2:10"
"3302","CPC004_HCC515_24H:BRD-K14920963-304-01-9:10"
"3303","CPC004_HCC515_24H:BRD-K17561142-003-16-8:10"
"3304","CPC004_HCC515_24H:BRD-K19136521-001-03-0:10"
"3305","CPC004_HCC515_24H:BRD-K22193694-001-08-6:10"
"3306","CPC004_HCC515_24H:BRD-K23913458-001-13-2:10"
"3307","CPC004_HCC515_24H:BRD-K24053527-004-03-8:10"
"3308","CPC004_HCC515_24H:BRD-K26801045-001-01-1:10"
"3309","CPC004_HCC515_24H:BRD-K28307902-001-09-2:10"
"3310","CPC004_HCC515_24H:BRD-K29950728-048-08-3:10"
"3311","CPC004_HCC515_24H:BRD-K30816563-003-01-1:10"
"3312","CPC004_HCC515_24H:BRD-K31542390-001-01-5:10"
"3313","CPC004_HCC515_24H:BRD-K36055864-001-09-3:10"
"3314","CPC004_HCC515_24H:BRD-K36737713-001-01-6:10"
"3315","CPC004_HCC515_24H:BRD-K37206356-001-02-1:10"
"3316","CPC004_HCC515_24H:BRD-K37991163-003-06-8:10"
"3317","CPC004_HCC515_24H:BRD-K38305202-001-08-3:10"
"3318","CPC004_HCC515_24H:BRD-K39256324-001-01-5:10"
"3319","CPC004_HCC515_24H:BRD-K39733634-001-01-8:10"
"3320","CPC004_HCC515_24H:BRD-K40887525-001-14-4:10"
"3321","CPC004_HCC515_24H:BRD-K42500029-001-01-9:10"
"3322","CPC004_HCC515_24H:BRD-K43068349-001-01-9:10"
"3323","CPC004_HCC515_24H:BRD-K46137903-001-03-3:10"
"3324","CPC004_HCC515_24H:BRD-K47659338-003-01-0:10"
"3325","CPC004_HCC515_24H:BRD-K50660797-001-03-6:10"
"3326","CPC004_HCC515_24H:BRD-K51290057-001-01-0:10"
"3327","CPC004_HCC515_24H:BRD-K52075715-001-03-4:10"
"3328","CPC004_HCC515_24H:BRD-K55191674-237-12-6:10"
"3329","CPC004_HCC515_24H:BRD-K60274257-001-01-1:10"
"3330","CPC004_HCC515_24H:BRD-K60770992-066-15-1:10"
"3331","CPC004_HCC515_24H:BRD-K62792802-001-02-8:10"
"3332","CPC004_HCC515_24H:BRD-K66353228-001-08-8:10"
"3333","CPC004_HCC515_24H:BRD-K67439147-001-01-7:10"
"3334","CPC004_HCC515_24H:BRD-K69600043-328-03-0:10"
"3335","CPC004_HCC515_24H:BRD-K70301876-034-06-1:10"
"3336","CPC004_HCC515_24H:BRD-K71103788-003-04-7:10"
"3337","CPC004_HCC515_24H:BRD-K71799949-001-18-2:10"
"3338","CPC004_HCC515_24H:BRD-K76810206-001-06-5:10"
"3339","CPC004_HCC515_24H:BRD-K78126613-001-16-0:10"
"3340","CPC004_HCC515_24H:BRD-K80431395-001-02-4:10"
"3341","CPC004_HCC515_24H:BRD-K82036761-003-07-0:10"
"3342","CPC004_HCC515_24H:BRD-K82941592-238-02-9:10"
"3343","CPC004_HCC515_24H:BRD-K86301799-001-19-9:10"
"3344","CPC004_HCC515_24H:BRD-K94512704-001-02-1:10"
"3345","CPC004_HCC515_24H:BRD-K95309561-001-15-5:10"
"3346","CPC004_HCC515_24H:BRD-K97158071-001-08-2:10"
"3347","CPC004_HCC515_24H:BRD-K98490050-001-01-8:10"
"3348","CPC004_VCAP_24H:D18"
"3349","CPC004_VCAP_24H:F21"
"3350","CPC004_VCAP_24H:H19"
"3351","CPC004_VCAP_24H:I19"
"3352","CPC005_A375_24H:BRD-A02367930-001-03-7:10"
"3353","CPC005_A375_24H:BRD-A08003242-001-02-7:10"
"3354","CPC005_A375_24H:BRD-A09062839-003-03-5:10"
"3355","CPC005_A375_24H:BRD-A09539288-004-03-6:10"
"3356","CPC005_A375_24H:BRD-A15297126-001-03-5:10"
"3357","CPC005_A375_24H:BRD-A18620900-001-04-5:10"
"3358","CPC005_A375_24H:BRD-A19736161-003-03-0:10"
"3359","CPC005_A375_24H:BRD-A26711594-003-06-4:10"
"3360","CPC005_A375_24H:BRD-A26787626-001-02-9:10"
"3361","CPC005_A375_24H:BRD-A30435184-001-01-5:10"
"3362","CPC005_A375_24H:BRD-A37432947-004-02-5:10"
"3363","CPC005_A375_24H:BRD-A37492983-001-03-8:10"
"3364","CPC005_A375_24H:BRD-A37959677-001-03-7:10"
"3365","CPC005_A375_24H:BRD-A39268308-001-02-0:10"
"3366","CPC005_A375_24H:BRD-A42346008-003-03-6:10"
"3367","CPC005_A375_24H:BRD-A42831637-001-02-2:10"
"3368","CPC005_A375_24H:BRD-A43150328-001-03-8:10"
"3369","CPC005_A375_24H:BRD-A44448661-001-02-2:10"
"3370","CPC005_A375_24H:BRD-A44701612-066-01-9:10"
"3371","CPC005_A375_24H:BRD-A45333398-001-01-7:10"
"3372","CPC005_A375_24H:BRD-A45889380-300-04-8:10"
"3373","CPC005_A375_24H:BRD-A46186775-369-01-2:10"
"3374","CPC005_A375_24H:BRD-A47144777-001-02-5:10"
"3375","CPC005_A375_24H:BRD-A47513740-001-02-5:10"
"3376","CPC005_A375_24H:BRD-A48809242-001-02-9:10"
"3377","CPC005_A375_24H:BRD-A49148672-004-01-6:10"
"3378","CPC005_A375_24H:BRD-A52660433-066-01-3:10"
"3379","CPC005_A375_24H:BRD-A54490543-066-04-4:10"
"3380","CPC005_A375_24H:BRD-A56020723-001-02-0:10"
"3381","CPC005_A375_24H:BRD-A59303141-001-03-9:10"
"3382","CPC005_A375_24H:BRD-A61392169-001-01-9:10"
"3383","CPC005_A375_24H:BRD-A61470182-001-02-4:10"
"3384","CPC005_A375_24H:BRD-A65767837-001-03-6:10"
"3385","CPC005_A375_24H:BRD-A67479912-001-02-6:10"
"3386","CPC005_A375_24H:BRD-A70407468-001-01-2:10"
"3387","CPC005_A375_24H:BRD-A72066420-001-01-1:10"
"3388","CPC005_A375_24H:BRD-A75769826-003-01-3:10"
"3389","CPC005_A375_24H:BRD-A77824596-001-03-2:10"
"3390","CPC005_A375_24H:BRD-A78295502-337-03-5:10"
"3391","CPC005_A375_24H:BRD-A78360835-001-01-1:10"
"3392","CPC005_A375_24H:BRD-A81772229-001-01-6:10"
"3393","CPC005_A375_24H:BRD-A82238138-001-01-7:10"
"3394","CPC005_A375_24H:BRD-A85234536-001-04-5:10"
"3395","CPC005_A375_24H:BRD-A92439610-001-03-2:10"
"3396","CPC005_A375_24H:BRD-A92585442-237-01-0:10"
"3397","CPC005_A375_24H:BRD-A98299281-050-04-7:10"
"3398","CPC005_A375_24H:BRD-A99571536-001-04-4:10"
"3399","CPC005_A375_24H:BRD-K02867583-300-06-3:10"
"3400","CPC005_A375_24H:BRD-K03319035-003-02-7:10"
"3401","CPC005_A375_24H:BRD-K09778810-001-01-5:10"
"3402","CPC005_A375_24H:BRD-K11742128-003-15-0:10"
"3403","CPC005_A375_24H:BRD-K13571841-001-04-5:10"
"3404","CPC005_A375_24H:BRD-K13725475-001-02-4:10"
"3405","CPC005_A375_24H:BRD-K17894950-001-03-6:10"
"3406","CPC005_A375_24H:BRD-K18036262-001-01-0:10"
"3407","CPC005_A375_24H:BRD-K20152659-001-02-0:10"
"3408","CPC005_A375_24H:BRD-K21350491-001-02-1:10"
"3409","CPC005_A375_24H:BRD-K21680192-300-06-0:10"
"3410","CPC005_A375_24H:BRD-K22337096-001-02-6:10"
"3411","CPC005_A375_24H:BRD-K27305650-003-01-4:10"
"3412","CPC005_A375_24H:BRD-K28167849-001-03-9:10"
"3413","CPC005_A375_24H:BRD-K32977963-001-03-5:10"
"3414","CPC005_A375_24H:BRD-K35586044-003-03-0:10"
"3415","CPC005_A375_24H:BRD-K41707108-001-03-1:10"
"3416","CPC005_A375_24H:BRD-K42095107-001-08-0:10"
"3417","CPC005_A375_24H:BRD-K43736954-001-03-3:10"
"3418","CPC005_A375_24H:BRD-K43796186-001-01-1:10"
"3419","CPC005_A375_24H:BRD-K47207162-312-02-2:10"
"3420","CPC005_A375_24H:BRD-K48059230-003-01-1:10"
"3421","CPC005_A375_24H:BRD-K48722258-300-04-5:10"
"3422","CPC005_A375_24H:BRD-K48735772-001-01-4:10"
"3423","CPC005_A375_24H:BRD-K49049886-001-03-8:10"
"3424","CPC005_A375_24H:BRD-K49294207-300-01-2:10"
"3425","CPC005_A375_24H:BRD-K49448285-001-01-3:10"
"3426","CPC005_A375_24H:BRD-K50464341-001-02-6:10"
"3427","CPC005_A375_24H:BRD-K51018020-001-01-9:10"
"3428","CPC005_A375_24H:BRD-K53123955-001-03-0:10"
"3429","CPC005_A375_24H:BRD-K53959060-001-01-3:10"
"3430","CPC005_A375_24H:BRD-K53979406-003-01-0:10"
"3431","CPC005_A375_24H:BRD-K54665485-001-04-6:10"
"3432","CPC005_A375_24H:BRD-K55127134-300-07-0:10"
"3433","CPC005_A375_24H:BRD-K55430733-003-01-6:10"
"3434","CPC005_A375_24H:BRD-K55677650-003-01-1:10"
"3435","CPC005_A375_24H:BRD-K56800335-015-03-1:10"
"3436","CPC005_A375_24H:BRD-K61269089-001-02-2:10"
"3437","CPC005_A375_24H:BRD-K64746805-001-02-9:10"
"3438","CPC005_A375_24H:BRD-K64755930-003-02-4:10"
"3439","CPC005_A375_24H:BRD-K68402494-003-01-9:10"
"3440","CPC005_A375_24H:BRD-K69023402-001-02-5:10"
"3441","CPC005_A375_24H:BRD-K80451230-051-01-8:10"
"3442","CPC005_A375_24H:BRD-K81376179-001-01-4:10"
"3443","CPC005_A375_24H:BRD-K84663978-001-03-1:10"
"3444","CPC005_A375_24H:BRD-K84895041-001-01-6:10"
"3445","CPC005_A375_24H:BRD-K89152108-236-04-3:10"
"3446","CPC005_A375_24H:BRD-K95655893-001-01-0:10"
"3447","CPC005_A375_24H:BRD-K95739795-001-01-1:10"
"3448","CPC005_A375_24H:BRD-K99946902-001-06-7:10"
"3449","CPC005_HA1E_24H:BRD-A08003242-001-02-7:10"
"3450","CPC005_HA1E_24H:BRD-A13133631-001-03-2:10"
"3451","CPC005_HA1E_24H:BRD-A19037878:10"
"3452","CPC005_HA1E_24H:BRD-A19500257:10"
"3453","CPC005_HA1E_24H:BRD-A22769835-300-03-2:10"
"3454","CPC005_HA1E_24H:BRD-A26787626-001-02-9:10"
"3455","CPC005_HA1E_24H:BRD-A30435184-001-01-5:10"
"3456","CPC005_HA1E_24H:BRD-A33168282-003-06-5:10"
"3457","CPC005_HA1E_24H:BRD-A38749782-001-03-3:10"
"3458","CPC005_HA1E_24H:BRD-A45333398-001-01-7:10"
"3459","CPC005_HA1E_24H:BRD-A47513740-001-02-5:10"
"3460","CPC005_HA1E_24H:BRD-A49225603-045-05-0:10"
"3461","CPC005_HA1E_24H:BRD-A55484088-050-01-7:10"
"3462","CPC005_HA1E_24H:BRD-A55946879-001-02-9:10"
"3463","CPC005_HA1E_24H:BRD-A56020723-001-02-0:10"
"3464","CPC005_HA1E_24H:BRD-A63998256-001-02-3:10"
"3465","CPC005_HA1E_24H:BRD-A65076780-001-01-3:10"
"3466","CPC005_HA1E_24H:BRD-A65280694-003-03-8:10"
"3467","CPC005_HA1E_24H:BRD-A72711497-236-02-0:10"
"3468","CPC005_HA1E_24H:BRD-A75409952:10"
"3469","CPC005_HA1E_24H:BRD-A77299732-001-01-6:10"
"3470","CPC005_HA1E_24H:BRD-A77824596-001-03-2:10"
"3471","CPC005_HA1E_24H:BRD-A82238138-001-01-7:10"
"3472","CPC005_HA1E_24H:BRD-A92439610-001-03-2:10"
"3473","CPC005_HA1E_24H:BRD-K01555864-001-02-8:10"
"3474","CPC005_HA1E_24H:BRD-K03319035-003-02-7:10"
"3475","CPC005_HA1E_24H:BRD-K04210847-001-01-1:10"
"3476","CPC005_HA1E_24H:BRD-K09991945-001-02-0:10"
"3477","CPC005_HA1E_24H:BRD-K18518344-001-03-5:10"
"3478","CPC005_HA1E_24H:BRD-K19554809-001-01-1:10"
"3479","CPC005_HA1E_24H:BRD-K27305650-003-01-4:10"
"3480","CPC005_HA1E_24H:BRD-K38251852-001-06-6:10"
"3481","CPC005_HA1E_24H:BRD-K39520573-001-01-2:10"
"3482","CPC005_HA1E_24H:BRD-K43468059-001-02-9:10"
"3483","CPC005_HA1E_24H:BRD-K43796186-001-01-1:10"
"3484","CPC005_HA1E_24H:BRD-K44084986-001-02-1:10"
"3485","CPC005_HA1E_24H:BRD-K48311056-003-01-7:10"
"3486","CPC005_HA1E_24H:BRD-K48722258-300-04-5:10"
"3487","CPC005_HA1E_24H:BRD-K49049886-001-03-8:10"
"3488","CPC005_HA1E_24H:BRD-K49294207-300-01-2:10"
"3489","CPC005_HA1E_24H:BRD-K49448285-001-01-3:10"
"3490","CPC005_HA1E_24H:BRD-K50464341-001-02-6:10"
"3491","CPC005_HA1E_24H:BRD-K50836978-001-01-7:10"
"3492","CPC005_HA1E_24H:BRD-K50841342-001-01-6:10"
"3493","CPC005_HA1E_24H:BRD-K51018020-001-01-9:10"
"3494","CPC005_HA1E_24H:BRD-K51223576-001-01-3:10"
"3495","CPC005_HA1E_24H:BRD-K53263234-001-02-9:10"
"3496","CPC005_HA1E_24H:BRD-K53959060-001-01-3:10"
"3497","CPC005_HA1E_24H:BRD-K54095730-001-01-5:10"
"3498","CPC005_HA1E_24H:BRD-K58299615-001-02-7:10"
"3499","CPC005_HA1E_24H:BRD-K84895041-001-01-6:10"
"3500","CPC005_HA1E_24H:BRD-K89732114-300-07-1:10"
"3501","CPC005_HA1E_24H:BRD-K89853519-001-02-1:10"
"3502","CPC005_HT29_24H:BRD-A08003242-001-02-7:10"
"3503","CPC005_HT29_24H:BRD-A16311756-003-06-9:10"
"3504","CPC005_HT29_24H:BRD-A19500257:10"
"3505","CPC005_HT29_24H:BRD-A31159102-003-13-0:10"
"3506","CPC005_HT29_24H:BRD-A33711280-311-02-0:10"
"3507","CPC005_HT29_24H:BRD-A43150328-001-03-8:10"
"3508","CPC005_HT29_24H:BRD-A47144777-001-02-5:10"
"3509","CPC005_HT29_24H:BRD-A47513740-001-02-5:10"
"3510","CPC005_HT29_24H:BRD-A63998256-001-02-3:10"
"3511","CPC005_HT29_24H:BRD-A75409952:10"
"3512","CPC005_HT29_24H:BRD-A77299732-001-01-6:10"
"3513","CPC005_HT29_24H:BRD-A78360835-001-01-1:10"
"3514","CPC005_HT29_24H:BRD-A99571536-001-04-4:10"
"3515","CPC005_HT29_24H:BRD-K18036262-001-01-0:10"
"3516","CPC005_HT29_24H:BRD-K18518344-001-03-5:10"
"3517","CPC005_HT29_24H:BRD-K19554809-001-01-1:10"
"3518","CPC005_HT29_24H:BRD-K20152659-001-02-0:10"
"3519","CPC005_HT29_24H:BRD-K27305650-003-01-4:10"
"3520","CPC005_HT29_24H:BRD-K32828673-002-03-9:10"
"3521","CPC005_HT29_24H:BRD-K46211610-003-15-0:10"
"3522","CPC005_HT29_24H:BRD-K49049886-001-03-8:10"
"3523","CPC005_HT29_24H:BRD-K49294207-300-01-2:10"
"3524","CPC005_HT29_24H:BRD-K50464341-001-02-6:10"
"3525","CPC005_HT29_24H:BRD-K50841342-001-01-6:10"
"3526","CPC005_HT29_24H:BRD-K53959060-001-01-3:10"
"3527","CPC005_HT29_24H:BRD-K55127134-300-07-0:10"
"3528","CPC005_HT29_24H:BRD-K56429665-001-03-9:10"
"3529","CPC005_HT29_24H:BRD-K58299615-001-02-7:10"
"3530","CPC005_HT29_24H:BRD-K63430059-001-09-9:10"
"3531","CPC005_HT29_24H:BRD-K65146499-001-14-7:10"
"3532","CPC005_HT29_24H:BRD-K78599730-001-02-6:10"
"3533","CPC005_HT29_24H:BRD-K78599730-001-03-4:10"
"3534","CPC005_HT29_24H:BRD-K79092138-001-06-0:10"
"3535","CPC005_HT29_24H:BRD-K82577285-001-01-7:10"
"3536","CPC005_HT29_24H:BRD-K83063356-003-01-7:10"
"3537","CPC005_HT29_24H:BRD-K89152108-236-04-3:10"
"3538","CPC005_HT29_24H:BRD-K95655893-001-01-0:10"
"3539","CPC005_VCAP_24H:BRD-A37959677-001-03-7:10"
"3540","CPC005_VCAP_24H:BRD-A45333398-001-01-7:10"
"3541","CPC005_VCAP_24H:BRD-A65076780-001-01-3:10"
"3542","CPC005_VCAP_24H:BRD-A78360835-001-01-1:10"
"3543","CPC005_VCAP_24H:BRD-A81772229-001-01-6:10"
"3544","CPC005_VCAP_24H:BRD-K09991945-001-02-0:10"
"3545","CPC005_VCAP_24H:BRD-K19507340-001-03-1:10"
"3546","CPC005_VCAP_24H:BRD-K26979635-001-01-1:10"
"3547","CPC005_VCAP_24H:BRD-K27305650-003-01-4:10"
"3548","CPC005_VCAP_24H:BRD-K43796186-001-01-1:10"
"3549","CPC005_VCAP_24H:BRD-K51557114-001-02-1:10"
"3550","CPC005_VCAP_24H:BRD-K65146499-001-14-7:10"
"3551","CPC006_A375_24H:BRD-A13084692-001-04-1:10"
"3552","CPC006_A375_24H:BRD-A15079084-001-02-9:10"
"3553","CPC006_A375_24H:BRD-A19037878:10"
"3554","CPC006_A375_24H:BRD-A19500257:10"
"3555","CPC006_A375_24H:BRD-A19633847-050-20-6:10"
"3556","CPC006_A375_24H:BRD-A26711594-003-06-4:10"
"3557","CPC006_A375_24H:BRD-A34817987-001-11-8:10"
"3558","CPC006_A375_24H:BRD-A38030642-001-02-0:10"
"3559","CPC006_A375_24H:BRD-A45889380-300-04-8:10"
"3560","CPC006_A375_24H:BRD-A52650764-001-01-0:10"
"3561","CPC006_A375_24H:BRD-A58955223-001-01-2:10"
"3562","CPC006_A375_24H:BRD-A62025033-001-01-8:10"
"3563","CPC006_A375_24H:BRD-A62182663-001-01-4:10"
"3564","CPC006_A375_24H:BRD-A67373739-001-01-4:10"
"3565","CPC006_A375_24H:BRD-A68631409-001-01-3:10"
"3566","CPC006_A375_24H:BRD-A69951442-001-01-3:10"
"3567","CPC006_A375_24H:BRD-A75409952:10"
"3568","CPC006_A375_24H:BRD-A93255169-001-13-5:10"
"3569","CPC006_A375_24H:BRD-K02526760-001-01-5:10"
"3570","CPC006_A375_24H:BRD-K08478539-001-02-1:10"
"3571","CPC006_A375_24H:BRD-K08589866-001-01-0:10"
"3572","CPC006_A375_24H:BRD-K16406336-311-01-2:10"
"3573","CPC006_A375_24H:BRD-K17349619-003-01-4:10"
"3574","CPC006_A375_24H:BRD-K17561142-003-16-8:10"
"3575","CPC006_A375_24H:BRD-K20285085-001-01-4:10"
"3576","CPC006_A375_24H:BRD-K26664453-001-03-4:10"
"3577","CPC006_A375_24H:BRD-K28360340-001-01-8:10"
"3578","CPC006_A375_24H:BRD-K28470988-001-01-2:10"
"3579","CPC006_A375_24H:BRD-K35960502-001-10-1:10"
"3580","CPC006_A375_24H:BRD-K37865504-001-02-5:10"
"3581","CPC006_A375_24H:BRD-K45399554-001-03-2:10"
"3582","CPC006_A375_24H:BRD-K49456190-001-01-0:10"
"3583","CPC006_A375_24H:BRD-K51575138-001-01-7:10"
"3584","CPC006_A375_24H:BRD-K53414658-001-01-7:10"
"3585","CPC006_A375_24H:BRD-K54233340-300-01-0:10"
"3586","CPC006_A375_24H:BRD-K56700933-001-01-3:10"
"3587","CPC006_A375_24H:BRD-K57011718-001-01-5:10"
"3588","CPC006_A375_24H:BRD-K59184148-001-04-2:10"
"3589","CPC006_A375_24H:BRD-K62965247-001-01-5:10"
"3590","CPC006_A375_24H:BRD-K64451768-001-01-3:10"
"3591","CPC006_A375_24H:BRD-K67566344-001-01-8:10"
"3592","CPC006_A375_24H:BRD-K69328504-001-01-7:10"
"3593","CPC006_A375_24H:BRD-K74305673-001-01-3:10"
"3594","CPC006_A375_24H:BRD-K78126613-001-16-0:10"
"3595","CPC006_A375_24H:BRD-K78716413-001-02-0:10"
"3596","CPC006_A375_24H:BRD-K78959463-001-05-8:10"
"3597","CPC006_A375_24H:BRD-K83289131-001-01-4:10"
"3598","CPC006_A375_24H:BRD-K85606544-001-01-8:10"
"3599","CPC006_A375_24H:BRD-K87947369-001-01-6:10"
"3600","CPC006_A375_24H:BRD-K89687904-001-01-8:10"
"3601","CPC006_A375_24H:BRD-K89732114-001-05-9:10"
"3602","CPC006_A375_24H:BRD-K92301463-001-03-0:10"
"3603","CPC006_A375_24H:BRD-K94325918-001-03-8:10"
"3604","CPC006_A375_24H:BRD-K99818283-001-01-8:10"
"3605","CPC006_A375_24H:BRD-U88459701-000-01-8:10"
"3606","CPC006_HA1E_24H:A04"
"3607","CPC006_HA1E_24H:A05"
"3608","CPC006_HA1E_24H:A15"
"3609","CPC006_HA1E_24H:A20"
"3610","CPC006_HA1E_24H:A21"
"3611","CPC006_HA1E_24H:A23"
"3612","CPC006_HA1E_24H:B03"
"3613","CPC006_HA1E_24H:C04"
"3614","CPC006_HA1E_24H:C06"
"3615","CPC006_HA1E_24H:C08"
"3616","CPC006_HA1E_24H:C09"
"3617","CPC006_HA1E_24H:C11"
"3618","CPC006_HA1E_24H:C13"
"3619","CPC006_HA1E_24H:C16"
"3620","CPC006_HA1E_24H:C17"
"3621","CPC006_HA1E_24H:C23"
"3622","CPC006_HA1E_24H:E08"
"3623","CPC006_HA1E_24H:E10"
"3624","CPC006_HA1E_24H:E12"
"3625","CPC006_HA1E_24H:E24"
"3626","CPC006_HA1E_24H:G02"
"3627","CPC006_HA1E_24H:G06"
"3628","CPC006_HA1E_24H:G12"
"3629","CPC006_HA1E_24H:G15"
"3630","CPC006_HA1E_24H:G21"
"3631","CPC006_HA1E_24H:G23"
"3632","CPC006_HA1E_24H:H15"
"3633","CPC006_HA1E_24H:H17"
"3634","CPC006_HA1E_24H:I11"
"3635","CPC006_HA1E_24H:I17"
"3636","CPC006_HA1E_24H:I22"
"3637","CPC006_HA1E_24H:I24"
"3638","CPC006_HA1E_24H:J24"
"3639","CPC006_HA1E_24H:K13"
"3640","CPC006_HA1E_24H:L01"
"3641","CPC006_HA1E_24H:L04"
"3642","CPC006_HA1E_24H:L05"
"3643","CPC006_HA1E_24H:L07"
"3644","CPC006_HA1E_24H:L16"
"3645","CPC006_HA1E_24H:L21"
"3646","CPC006_HA1E_24H:M06"
"3647","CPC006_HA1E_24H:M07"
"3648","CPC006_HA1E_24H:M12"
"3649","CPC006_HA1E_24H:M17"
"3650","CPC006_HA1E_24H:M18"
"3651","CPC006_HA1E_24H:N17"
"3652","CPC006_HA1E_24H:N18"
"3653","CPC006_HA1E_24H:O03"
"3654","CPC006_HA1E_24H:O04"
"3655","CPC006_HA1E_24H:O05"
"3656","CPC006_HA1E_24H:O10"
"3657","CPC006_HA1E_24H:O12"
"3658","CPC006_HA1E_24H:O17"
"3659","CPC006_HA1E_24H:O19"
"3660","CPC006_HA1E_24H:P02"
"3661","CPC006_HA1E_24H:P18"
"3662","CPC006_HA1E_24H:P20"
"3663","CPC006_HCC515_24H:A19"
"3664","CPC006_HCC515_24H:A20"
"3665","CPC006_HCC515_24H:A23"
"3666","CPC006_HCC515_24H:B03"
"3667","CPC006_HCC515_24H:C01"
"3668","CPC006_HCC515_24H:C04"
"3669","CPC006_HCC515_24H:C06"
"3670","CPC006_HCC515_24H:C13"
"3671","CPC006_HCC515_24H:C14"
"3672","CPC006_HCC515_24H:C17"
"3673","CPC006_HCC515_24H:E02"
"3674","CPC006_HCC515_24H:E12"
"3675","CPC006_HCC515_24H:E14"
"3676","CPC006_HCC515_24H:E20"
"3677","CPC006_HCC515_24H:E21"
"3678","CPC006_HCC515_24H:E22"
"3679","CPC006_HCC515_24H:F09"
"3680","CPC006_HCC515_24H:G14"
"3681","CPC006_HCC515_24H:G15"
"3682","CPC006_HCC515_24H:G17"
"3683","CPC006_HCC515_24H:G23"
"3684","CPC006_HCC515_24H:H17"
"3685","CPC006_HCC515_24H:I05"
"3686","CPC006_HCC515_24H:I11"
"3687","CPC006_HCC515_24H:I13"
"3688","CPC006_HCC515_24H:I22"
"3689","CPC006_HCC515_24H:J01"
"3690","CPC006_HCC515_24H:J05"
"3691","CPC006_HCC515_24H:J21"
"3692","CPC006_HCC515_24H:J22"
"3693","CPC006_HCC515_24H:J23"
"3694","CPC006_HCC515_24H:J24"
"3695","CPC006_HCC515_24H:K16"
"3696","CPC006_HCC515_24H:K17"
"3697","CPC006_HCC515_24H:K18"
"3698","CPC006_HCC515_24H:L02"
"3699","CPC006_HCC515_24H:L05"
"3700","CPC006_HCC515_24H:L09"
"3701","CPC006_HCC515_24H:L10"
"3702","CPC006_HCC515_24H:M03"
"3703","CPC006_HCC515_24H:M18"
"3704","CPC006_HCC515_24H:M19"
"3705","CPC006_HCC515_24H:M20"
"3706","CPC006_HCC515_24H:M21"
"3707","CPC006_HCC515_24H:N11"
"3708","CPC006_HCC515_24H:N18"
"3709","CPC006_HCC515_24H:O01"
"3710","CPC006_HCC515_24H:O03"
"3711","CPC006_HCC515_24H:O05"
"3712","CPC006_HCC515_24H:O09"
"3713","CPC006_HCC515_24H:O11"
"3714","CPC006_HCC515_24H:O13"
"3715","CPC006_HCC515_24H:P05"
"3716","CPC006_HCC515_24H:P18"
"3717","CPC006_HT29_24H:BRD-A18763547-300-04-8:10"
"3718","CPC006_HT29_24H:BRD-A19037878:10"
"3719","CPC006_HT29_24H:BRD-A43331270-001-01-6:10"
"3720","CPC006_HT29_24H:BRD-A45889380-300-04-8:10"
"3721","CPC006_HT29_24H:BRD-A62025033-001-01-8:10"
"3722","CPC006_HT29_24H:BRD-A62182663-001-01-4:10"
"3723","CPC006_HT29_24H:BRD-A67373739-001-01-4:10"
"3724","CPC006_HT29_24H:BRD-A68631409-001-01-3:10"
